1644719700000,BTCUSDT,42123.29000000,42148.32000000,42120.82000000,42146.06000000
1644719640000,BTCUSDT,42113.08000000,42126.32000000,42113.07000000,42123.30000000
1644719580000,BTCUSDT,42120.80000000,42130.23000000,42111.01000000,42113.07000000
1644719520000,BTCUSDT,42114.47000000,42123.31000000,42102.22000000,42120.80000000
1644719460000,BTCUSDT,42148.23000000,42148.24000000,42114.04000000,42114.48000000
